lemma	iztočnica	besedna vrsta	številka pomena	indikator
pomemben	pomembno	prislov	2	vzvišeno
pomemben	pomembno	prislov	3	ključno
viza	viza	samostalnik	1	dokument
aberacij	aberacija	samostalnik	1	napaka leče
aberacij	aberacija	samostalnik	2	o premiku zvezde
aberacij	aberacija	samostalnik	3	lastnost, ki odstopa
aberacij	aberacija	samostalnik	4	odstopanje; nepravilnost;
alergijski	alergijski	pridevnik	1	o alergiji
antagonist	antagonist	samostalnik	1	nasprotnik
antagonist	antagonist	samostalnik	2	o snovi
antagonist	antagonist	samostalnik	3	o mišici
antagonist	antagonist	samostalnik	4	literarni lik
aretirati	aretirati	glagol	1	odvzeti prostost
aretirati	aretirati	glagol	2	blokirati
arhitekturen	arhitekturen	pridevnik	1	o načrtovanju objektov
arhitekturen	arhitekturen	pridevnik	2	o arhitektih
atmosferski	atmosferski	pridevnik	1	o plasti planeta
atmosferski	atmosferski	pridevnik	2	o vzdušju
atmosferski	atmosferski	pridevnik	3	o napravi
bezgavka	bezgavka	samostalnik	1	del telesa
biodizel	biodizel	samostalnik	1	gorivo
blizu	blizu	prislov	1	o fizični razdalji
blizu	blizu	prislov	2	o pozitivnem odnosu; povezanosti;
blizu	blizu	prislov	3	o časovni razdalji
blizu	blizu	prislov	4	skoraj
blizu	blizu	prislov	6	o fizični razdalji
blizu	blizu	prislov	7	o časovni razdalji
brazgotinjenje	brazgotinjenje	samostalnik	1	o nastanku brazgotin
brezplačno	brezplačno	prislov	1	zastonj
carinski	carinski	pridevnik	1	o dejavnosti
carinski	carinski	pridevnik	2	o dajatvi
carinski	carinski	pridevnik	3	o zgradbi ali območju
cepljiv	cepljiv	pridevnik	1	o lastnosti elementa
cepljiv	cepljiv	pridevnik	2	o lesu
cesarica	cesarica	samostalnik	1	vladarka
cesarica	cesarica	samostalnik	2	vladarjeva žena
cesarica	cesarica	samostalnik	3	mojstrica; virtuozinja;
cesarski	cesarski	pridevnik	1	o cesarju
cesarski	cesarski	pridevnik	2	o cesarstvu
desetkrat	desetkrat	prislov	1	o desetih ponovitvah
desetkrat	desetkrat	prislov	2	o razmerju
desetkrat	desetkrat	prislov	3	veliko
diktatorski	diktatorski	pridevnik	1	o načinu vladanja
diktatorski	diktatorski	pridevnik	2	ukazovalen
donatorek	donatorka	samostalnik	1	o finančni podpori
donatorek	donatorka	samostalnik	2	o telesnih organih
dvodomen	dvodomen	pridevnik	1	o političnem telesu
dvodomen	dvodomen	pridevnik	2	o rastlini
dvoglasen	dvoglasen	pridevnik	1	o petju
dvoglasen	dvoglasen	pridevnik	2	o dveh glasovih
dvojezičen	dvojezičen	pridevnik	1	v dveh jezikih
dvojezičen	dvojezičen	pridevnik	2	ki zna dva jezika
eksempel	eksempel	samostalnik	1	kratka pripoved
eksempel	eksempel	samostalnik	2	zgled
emigrirati	emigrirati	glagol	1	izseliti se v tujino
endoparazit	endoparazit	samostalnik	1	organizem
epilepsija	epilepsija	samostalnik	1	bolezen
evakuirati	evakuirati	glagol	1	preseliti zaradi nevarnosti
evakuirati	evakuirati	glagol	2	o prostoru
evakuirati	evakuirati	glagol	3	o snovi
filmski	filmski	pridevnik	1	o filmu
filmski	filmski	pridevnik	2	nerealen
filmski	filmski	pridevnik	3	zelo lep
flirtata	flirtati	glagol	1	izkazovati seksualni interes
flirtati	flirtati	glagol	2	biti naklonjen čemu
flirtata	flirtati	glagol	3	o nevarnosti
flirtati	flirtati	glagol	4	izzivalno se obnašati
glasbenica	glasbenica	samostalnik	1	ženska, ki se ukvarja z glasbo
gnezdišče	gnezdišče	samostalnik	1	o gnezdih živali
gnezdišče	gnezdišče	samostalnik	2	vir dejavnosti; leglo;
identificirati	identificirati	glagol	1	enačiti; istovetiti;
identificirati	identificirati	glagol	2	določiti identiteto
identificirati	identificirati	glagol	3	odkriti
identificirati	identificirati	glagol	4	evidentirati
intravenski	intravenski	pridevnik	1	vbrizgan v veno
intravenski	intravensko	prislov	1	v veno
izseljevanje	izseljevanje	samostalnik	1	proces selitev
izumreti	izumrl	pridevnik	1	o živem bitju
izumrl	izumrl	pridevnik	2	o dejavnosti ali predmetu
izumreti	izumrl	pridevnik	3	o kraju
jugovzhodno	jugovzhodno	prislov	1	o smeri
jugozahod	jugozahod	samostalnik	1	smer
jugozahod	jugozahod	samostalnik	2	območje
južno	južno	prislov	1	o smeri neba
južno	južno	prislov	2	manj
kanibalizem	kanibalizem	samostalnik	1	pri človeku
kanibalizem	kanibalizem	samostalnik	2	pri živalih
kanibalizem	kanibalizem	samostalnik	3	o uničevanju
kapelica	kapelica	samostalnik	1	majhna verska zgradba
karoserija	karoserija	samostalnik	1	ohišje avtomobila
kolidž	kolidž	samostalnik	1	izobraževalna ustanova
kontinentalen	kontinentalen	pridevnik	1	o površju
kontinentalen	kontinentalen	pridevnik	2	o delu države ali regije
kontinentalen	kontinentalen	pridevnik	3	o geopolitičnem območju
kontinentalen	kontinentalen	pridevnik	4	o celinskem delu Evrope
kontingent	kontingent	samostalnik	1	o količini blaga
kontingent	kontingent	samostalnik	2	delež
kontingent	kontingent	samostalnik	3	o vojski ali policiji
kontingent	kontingent	samostalnik	4	o predstavnikih
kontroverzen	kontroverzen	pridevnik	1	ki deli mnenja; sporen;
kozmonavt	kozmonavt	samostalnik	1	astronavt
kriminal	kriminal	samostalnik	1	kazniva dejavnost
kriminal	kriminal	samostalnik	2	o nesprejemljivosti
kriminalec	kriminalec	samostalnik	1	zločinec; lopov;
kurator	kurator	samostalnik	1	skrbnik umetniških del
kurator	kurator	samostalnik	2	pravni zastopnik
legendaren	legendaren	pridevnik	1	znamenit; slaven;
legendaren	legendaren	pridevnik	2	o legendi
leposlovje	leposlovje	samostalnik	1	umetniška književna dela
letopis	letopis	samostalnik	1	letna publikacija
letopis	letopis	samostalnik	2	o pomembnem dosežku
letopis	letopis	samostalnik	3	letni pregled pomembnih dogodkov
litovščina	litovščina	samostalnik	1	litovski jezik
matematičarka	matematičarka	samostalnik	1	strokovnjakinja
matematičarka	matematičarka	samostalnik	2	ženska, ki dobro računa
medicinski	medicinski	pridevnik	1	o zdravljenju
medicinski	medicinski	pridevnik	2	o vedi
mikroskopski	mikroskopski	pridevnik	1	o mikroskopu
mikroskopski	mikroskopski	pridevnik	2	ki se ga vidi le z mikroskopom
mikroskopski	mikroskopski	pridevnik	3	zelo majhen
mikroskopski	mikroskopski	pridevnik	4	zelo podroben
monoteističen	monoteističen	pridevnik	1	o veri
nagrajenka	nagrajenka	samostalnik	1	prejemnica nagrade
odobriti	odobriti	glagol	1	dati dovoljenje
odobriti	odobriti	glagol	2	o denarju
odobriti	odobriti	glagol	3	uslišati prošnjo
odobriti	odobriti	glagol	4	potrditi veljavnost
ognojek	ognojek	samostalnik	1	gnojna rana
očitek	očitek	samostalnik	1	kritika; izraz nezadovoljstva;
pljučen	pljučen	pridevnik	1	o organu
pljučen	pljučen	pridevnik	2	o jedi
pljučen	pljučen	pridevnik	3	za zdravje pljuč
premier	premier	samostalnik	1	predsednik vlade
reprezentanca	reprezentanca	samostalnik	1	državna ekipa
reprezentanca	reprezentanca	samostalnik	2	pogostitev v poslovne namene
rock'n'roll	rock'n'roll	samostalnik	1	vrsta glasbe
rock'n'roll	rock'n'roll	samostalnik	2	ples
traheitis	traheitis	samostalnik	1	bolezen
trobenta	trobenta	samostalnik	1	glasbilo
trobenta	trobenta	samostalnik	2	glasbenik
trobenta	trobenta	samostalnik	3	igranje trobente
trobenta	trobenta	samostalnik	4	goba
trobenta	trobenta	samostalnik	5	izpušni sistem
trobenta	trobenta	samostalnik	6	o zvoku ali obliki trobente
trobenta	trobenta	samostalnik	7	o propagandi
zarja	zarja	samostalnik	1	svetlobni pojav
zarja	zarja	samostalnik	2	o začetku nečesa
zdravstvo	zdravstvo	samostalnik	1	dejavnost
zenit	zenit	samostalnik	1	o točki na nebu
zenit	zenit	samostalnik	2	vrhunec; višek;
zimzelen	zimzelen	pridevnik	1	o rastlini
zimzelen	zimzelen	pridevnik	2	dolgo priljubljen
zimzelen	zimzelen	pridevnik	3	vedno aktualen
zimzelen	zimzelen	pridevnik	4	dober kljub starosti
zjutraj	zjutraj	prislov	1	o delu dneva
znojenje	znojenje	samostalnik	1	telesni proces
čezatlantski	čezatlantski	pridevnik	1	o sodelovanju z Ameriko
čezatlantski	čezatlantski	pridevnik	2	o prečkanju Atlantika
čokat	čokat	pridevnik	1	o postavi
čokat	čokat	pridevnik	2	o obliki
premiera	premiera	samostalnik	1	prva predstava umetniškega dela
premier	premiera	samostalnik	2	o nastopu
premier	premiera	samostalnik	3	o izdelku
kapitelj	kapitelj	samostalnik	1	zbor kanonikov
brodolom	brodolom	samostalnik	1	potop ladje
brodolom	brodolom	samostalnik	2	o neuspešni aktivnosti
kongres	kongres	samostalnik	1	srečanje
kongres	kongres	samostalnik	2	zakonodajno telo
vstaja	vstaja	samostalnik	1	množični upor
aretacija	aretacija	samostalnik	1	odvzem prostosti
direktiva	direktiva	samostalnik	1	uradno navodilo
dovoljenje	dovoljenje	samostalnik	1	privolitev
dovoljenje	dovoljenje	samostalnik	2	dokument
amandma	amandma	samostalnik	1	dopolnilo zakona
nagovor	nagovor	samostalnik	1	uvodni govor občinstvu
nagovor	nagovor	samostalnik	2	uvodnik
nagovor	nagovor	samostalnik	3	o nazivu
nagovor	nagovor	samostalnik	4	o naslavljanju na osebo
replika	replika	samostalnik	1	odziv
replika	replika	samostalnik	2	kopija predmeta
replika	replika	samostalnik	3	del dialoga
replika	replika	samostalnik	4	odgovor
replika	replika	samostalnik	5	posnemanje aktivnosti
hospitalizacija	hospitalizacija	samostalnik	1	zdravljenje v bolnišnici
kmetovanje	kmetovanje	samostalnik	1	obdelovanje zemlje
cirkus	cirkus	samostalnik	1	o potujočih zabavljačih
cirkus	cirkus	samostalnik	2	o skupini ljudi
cirkus	cirkus	samostalnik	3	o burni aktivnosti
cirkus	cirkus	samostalnik	4	arena
živinoreja	živinoreja	samostalnik	1	dejavnost
frank	frank	samostalnik	1	valuta
resolucija	resolucija	samostalnik	1	uradni dokument ali sklep
resolucija	resolucija	samostalnik	2	ločljivost
itinerar	itinerar	samostalnik	1	potovalni načrt
itinerar	itinerar	samostalnik	2	razpored
itinerar	itinerar	samostalnik	3	zemljevid; vodnik;
disertacija	disertacija	samostalnik	1	znanstveno delo
disertacija	disertacija	samostalnik	2	daljše delo ali govor
insignij	insignija	samostalnik	1	simbolni predmet
insignij	insignija	samostalnik	2	prepoznavna lastnost
insignij	insignija	samostalnik	3	model avtomobila
pomnilnik	pomnilnik	samostalnik	1	del računalnika
podpornik	podpornik	samostalnik	1	zagovornik
podpornik	podpornik	samostalnik	2	pokrovitelj
podpornik	podpornik	samostalnik	3	gradbeni element
podpornik	podpornik	samostalnik	4	kdor spodbuja
podpornik	podpornik	samostalnik	5	o računalniškem sistemu
podpornik	podpornik	samostalnik	6	kar ohranja določeno položaj
droga	droga	samostalnik	1	mamilo
droga	droga	samostalnik	2	zdravilna snov
kontracepcija	kontracepcija	samostalnik	1	preprečevanje zanositve
kontracepcija	kontracepcija	samostalnik	2	sredstvo
milo	milo	samostalnik	1	sredstvo za čiščenje
kolos	kolos	samostalnik	1	velikanski objekt ali predmet
kolos	kolos	samostalnik	2	ogromna organizacija
kolos	kolos	samostalnik	3	velik kip
kolos	kolos	samostalnik	4	velikan; orjak;
kolos	kolos	samostalnik	5	pomembna oseba
opera	opera	samostalnik	1	umetniško delo
opera	opera	samostalnik	2	zgradba
opera	opera	samostalnik	3	glasbeni žanr
kočija	kočija	samostalnik	1	prevozno sredstvo
kočija	kočija	samostalnik	2	veliko vozilo
avtobus	avtobus	samostalnik	1	prevozno sredstvo
ladjedelnica	ladjedelnica	samostalnik	1	podjetje
ladjedelnica	ladjedelnica	samostalnik	2	zgradba
grobnica	grobnica	samostalnik	1	o pokopavanju mrtvih
grobnica	grobnica	samostalnik	2	kraj smrti ali konca
institucija	institucija	samostalnik	1	ustanova
institucija	institucija	samostalnik	2	družbeno razmerje
institucija	institucija	samostalnik	3	o namestitvi
knjigarna	knjigarna	samostalnik	1	prodajalna knjig
katedrala	katedrala	samostalnik	1	cerkvena stavba
katedrala	katedrala	samostalnik	2	o izstopajoči zgradbi
desetletje	desetletje	samostalnik	1	časovno obdobje
desetletje	desetletje	samostalnik	2	del stoletja
zrelost	zrelost	samostalnik	1	o mentalni starosti
zrelost	zrelost	samostalnik	2	o kvalitetnem delovanju
zrelost	zrelost	samostalnik	3	o primernosti za zaužitje
zrelost	zrelost	samostalnik	4	o telesni starosti
zrelost	zrelost	samostalnik	5	življenjsko obdobje
datum	datum	samostalnik	1	podatek o dnevu ali dogodku
prestolonaslednik	prestolonaslednik	samostalnik	1	vladarjev naslednik
branilec	branilec	samostalnik	1	nosilec naslova
branilec	branilec	samostalnik	2	odvetnik
branilec	branilec	samostalnik	3	obrambni igralec
branilec	branilec	samostalnik	4	varuh; zagovornik;
branilec	branilec	samostalnik	5	pri napadu
dirigent	dirigent	samostalnik	1	umetniški vodja
dirigent	dirigent	samostalnik	2	vodja
zločinec	zločinec	samostalnik	1	kdor zagreši zločin
bojevnik	bojevnik	samostalnik	1	o boju ali spopadu
bojevnik	bojevnik	samostalnik	2	borbena oseba
bojevnik	bojevnik	samostalnik	3	vnet zagovornik
bojevnik	bojevnik	samostalnik	4	član košarkarskega kluba
bojevnik	bojevnik	samostalnik	5	vozilo
bralec	bralec	samostalnik	1	kdor bere publikacijo
bralec	bralec	samostalnik	2	kdor bere; kdor rad bere;
bralec	bralec	samostalnik	3	kdor bere drugim
glasbenik	glasbenik	samostalnik	1	kdor se ukvarja z glasbo
esejist	esejist	samostalnik	1	pisec
govorec	govorec	samostalnik	1	kdor govori
govorec	govorec	samostalnik	2	o jeziku
govorec	govorec	samostalnik	3	o javnem nastopu
govorec	govorec	samostalnik	4	predstavnik organizacije
dramatik	dramatik	samostalnik	1	pisec dramskih del
vratar	vratar	samostalnik	1	športni igralec
vratar	vratar	samostalnik	2	poklic
vratar	vratar	samostalnik	3	del telesa
zdravnik	zdravnik	samostalnik	1	poklic
novinarka	novinarka	samostalnik	1	avtorica člankov v medijih
filozof	filozof	samostalnik	1	strokovnjak
filozof	filozof	samostalnik	2	o pronicljivem razmišljanju
filozof	filozof	samostalnik	3	kdor veliko prazno govori
astronavt	astronavt	samostalnik	1	kdor gre v vesolje
čevljar	čevljar	samostalnik	1	poklic
arhitekt	arhitekt	samostalnik	1	kdor načrtuje gradbene projekte
arhitekt	arhitekt	samostalnik	2	snovalec; idejni vodja;
hčerka	hčerka	samostalnik	1	sorodnica
novorojenček	novorojenček	samostalnik	1	novorojeni otrok
novorojenček	novorojenček	samostalnik	2	o novi stvari
mrtvorojenec	mrtvorojenec	samostalnik	1	mrtev otrok
mrtvorojenec	mrtvorojenec	samostalnik	2	o neučinkoviti ideji
fant	fant	samostalnik	1	moški; mladenič;
fant	fant	samostalnik	2	otrok
fant	fant	samostalnik	3	pripadnik skupine
fant	fant	samostalnik	4	partner
fant	fant	samostalnik	5	igralna karta
osebek	osebek	samostalnik	1	organizem
osebek	osebek	samostalnik	2	oseba
osebek	osebek	samostalnik	3	stavčni člen
zajedavec	zajedavec	samostalnik	1	rastlinski ali živalski organizem
zajedavec	zajedavec	samostalnik	2	izkoriščevalska oseba
barbar	barbar	samostalnik	1	pripadnik neciviliziranega ljudstva
barbar	barbar	samostalnik	2	o surovem obnašanju
bedak	bedak	samostalnik	1	neumen človek
boginja	boginja	samostalnik	1	žensko božanstvo
boginja	boginja	samostalnik	2	občudovana ženska
grofica	grofica	samostalnik	1	plemiški naziv
grofica	grofica	samostalnik	2	grofova žena
cesar	cesar	samostalnik	1	vladar
cesar	cesar	samostalnik	2	vodilna oseba
bojazen	bojazen	samostalnik	1	tesnoben občutek
gliva	gliva	samostalnik	1	organizem
gliva	gliva	samostalnik	2	goba
zelenjava	zelenjava	samostalnik	1	o rastlinah
kava	kava	samostalnik	1	pijača
kava	kava	samostalnik	2	dogodek
kava	kava	samostalnik	3	zrna kavovca
kava	kava	samostalnik	4	rastlina
kava	kava	samostalnik	5	kavni nadomestek
medicina	medicina	samostalnik	1	veda
medicina	medicina	samostalnik	2	medicinska fakulteta
botanika	botanika	samostalnik	1	veda
jezikoslovje	jezikoslovje	samostalnik	1	veda
irščina	irščina	samostalnik	1	jezik
abeceda	abeceda	samostalnik	1	o pisavi
abeceda	abeceda	samostalnik	2	osnovno znanje
anamneza	anamneza	samostalnik	1	zdravstvena zgodovina
anamneza	anamneza	samostalnik	2	analiza pretekle dejavnosti
anamneza	anamneza	samostalnik	3	spominjanje
judaizem	judaizem	samostalnik	1	religija
napuh	napuh	samostalnik	1	o osebnostni lastnosti
ekvator	ekvator	samostalnik	1	na Zemlji
ekvator	ekvator	samostalnik	2	na planetu
ekvator	ekvator	samostalnik	3	nebesni ekvator
deževje	deževje	samostalnik	1	o dežju
izumrtje	izumrtje	samostalnik	1	o živih bitjih
izumrtje	izumrtje	samostalnik	2	o dejavnosti ali predmetu
izumrtje	izumrtje	samostalnik	3	o kraju
kanton	kanton	samostalnik	1	upravna enota
kanton	kanton	samostalnik	2	zvezna dežela v Švici
nadškofija	nadškofija	samostalnik	1	cerkvena upravna enota
celina	celina	samostalnik	1	večja površina kopnega
celina	celina	samostalnik	2	o delu države
departma	departma	samostalnik	1	upravna enota
departma	departma	samostalnik	2	vladni oddelek
atmosfera	atmosfera	samostalnik	1	plast nebesnega telesa
atmosfera	atmosfera	samostalnik	2	vzdušje
atmosfera	atmosfera	samostalnik	3	enota za zračni tlak
atmosfera	atmosfera	samostalnik	4	o nadzorovanem prostoru
nožnica	nožnica	samostalnik	1	ženski spolni organ
nožnica	nožnica	samostalnik	2	pripomoček za rezilo
nožnica	nožnica	samostalnik	3	del lista
vitica	vitica	samostalnik	1	del rastline
vitica	vitica	samostalnik	2	o vzorcu
hruška	hruška	samostalnik	1	sadno drevo
hruška	hruška	samostalnik	2	sadež
hruška	hruška	samostalnik	3	vrsta kamiona
hruška	hruška	samostalnik	4	del vozila
hruška	hruška	samostalnik	5	pri boksu
citrus	citrus	samostalnik	1	sadež
citrus	citrus	samostalnik	2	drevo
lakota	lakota	samostalnik	1	potreba po hrani
lakota	lakota	samostalnik	2	pomanjkanje hrane
lakota	lakota	samostalnik	3	močna želja
lakota	lakota	samostalnik	4	rastlina
cerkev	cerkev	samostalnik	1	verska zgradba
cerkev	cerkev	samostalnik	2	organizacija
žirija	žirija	samostalnik	1	skupina za ocenjevanje
žirija	žirija	samostalnik	2	vodstvo tekmovanja
cvetje	cvetje	samostalnik	1	rože
cvetje	cvetje	samostalnik	2	množica cvetov
cvetje	cvetje	samostalnik	3	stanje cvetenja
flora	flora	samostalnik	1	rastlinstvo
flora	flora	samostalnik	2	skupek mikroorganizmov
fenol	fenol	samostalnik	1	snov
fenol	fenol	samostalnik	2	spojina
mineral	mineral	samostalnik	1	rudnina
mineral	mineral	samostalnik	2	hranilo
bronhitis	bronhitis	samostalnik	1	bolezen
infekcija	infekcija	samostalnik	1	o vdoru patogenih mikroorganizmov
infekcija	infekcija	samostalnik	2	bolezensko stanje
gobavost	gobavost	samostalnik	1	bolezen
gripa	gripa	samostalnik	1	bolezen
hipertenzija	hipertenzija	samostalnik	1	zvišan krvni tlak
državljanstvo	državljanstvo	samostalnik	1	pripadnost državi
lezija	lezija	samostalnik	1	rana
brazgotina	brazgotina	samostalnik	1	sled zaceljenega tkiva
brazgotina	brazgotina	samostalnik	2	o duševnem stanju
brazgotina	brazgotina	samostalnik	3	o posledicah aktivnosti
brazgotina	brazgotina	samostalnik	4	del rastline
bankrot	bankrot	samostalnik	1	finančno stanje
bankrot	bankrot	samostalnik	2	propad
žrelo	žrelo	samostalnik	1	del telesa
žrelo	žrelo	samostalnik	2	pri živali
žrelo	žrelo	samostalnik	3	del vulkana
žrelo	žrelo	samostalnik	4	kar vodi v uničenje
žrelo	žrelo	samostalnik	5	široka odprtina
