lemma	iztočnica	besedna vrsta	številka pomena	indikator
agitatorstvo	agitatorstvo	samostalnik	1	novačenje koga za kaj
cingljanje	cingljanje	samostalnik	1	zvonjenje
arhaičnost	arhaičnost	samostalnik	1	starinskost
arhaičnost	arhaičnost	samostalnik	2	zastarelost
empatija	empatija	samostalnik	1	sočutje
evro	evro	samostalnik	1	valuta
evro	evro	samostalnik	2	območje evra
helikopter	helikopter	samostalnik	1	letalsko prevozno sredstvo
hišnik	hišnik	samostalnik	1	vzdrževalec objekta
karizma	karizma	samostalnik	1	značajska lastnost
karizma	karizma	samostalnik	2	nadnaravna sposobnost
koreografinja	koreografinja	samostalnik	1	poklic
korespondenca	korespondenca	samostalnik	1	pisna sporočila
korespondenca	korespondenca	samostalnik	2	povezava
tvid	tvid	samostalnik	1	tkanina
utaja	utaja	samostalnik	1	prikrivanje dohodka
vnuk	vnuk	samostalnik	1	potomec
vstopnina	vstopnina	samostalnik	1	plačilo za vstop
zapestje	zapestje	samostalnik	1	del roke
magnetofon	magnetofon	samostalnik	1	zvočna naprava
manikira	manikira	samostalnik	1	kozmetična nega rok
manikura	manikura	samostalnik	1	kozmetična nega rok
jecljanje	jecljanje	samostalnik	1	govorna napaka
jecljanje	jecljanje	samostalnik	2	nejasno izražanje
cucelj	cucelj	samostalnik	1	za pitje
cucelj	cucelj	samostalnik	2	kot duda
krepostnež	krepostnež	samostalnik	1	kreposten človek
malodušnež	malodušnež	samostalnik	1	malodušen človek
jamranje	jamranje	samostalnik	1	tarnanje
gugalnik	gugalnik	samostalnik	1	gugalni stol
gumijevka	gumijevka	samostalnik	1	policijski pripomoček
komplementar	komplementar	samostalnik	1	družbenik
kriptonim	kriptonim	samostalnik	1	skrivno ime
klimatologija	klimatologija	samostalnik	1	podnebjeslovje
dialog	dialog	samostalnik	1	med nasprotnima stranema
dialog	dialog	samostalnik	2	pogovor med osebama
hijacinta	hijacinta	samostalnik	1	okrasna rastlina
karies	karies	samostalnik	1	zobna gniloba
kašelj	kašelj	samostalnik	1	krčevito izdihavanje zraka
krt	krt	samostalnik	1	žival
krt	krt	samostalnik	2	vohun
žarnica	žarnica	samostalnik	1	pripomoček za osvetlitev
koreograf	koreograf	samostalnik	1	poklic
altruizem	altruizem	samostalnik	1	nesebičnost
gojzar	gojzar	samostalnik	1	pohodni čevelj
jadikovanje	jadikovanje	samostalnik	1	tarnanje
aspirantek	aspirantka	samostalnik	1	kandidatka
aspirantek	aspirantka	samostalnik	2	o državi
prvotisk	prvotisk	samostalnik	1	knjiga
mezolitik	mezolitik	samostalnik	1	obdobje prazgodovine
kmetija	kmetija	samostalnik	1	o posestvu
protirevolucija	protirevolucija	samostalnik	1	nasprotovanje revoluciji
reeksport	reeksport	samostalnik	1	ponovni izvoz
virus	virus	samostalnik	1	povzročitelj bolezni
virus	virus	samostalnik	2	v računalništvu
virus	virus	samostalnik	3	hitro rastoč trend
hazarder	hazarder	samostalnik	1	kdor rad stavi
hazarder	hazarder	samostalnik	2	kdor rad veliko tvega
ribolov	ribolov	samostalnik	1	lovljenje rib
termofor	termofor	samostalnik	1	grelni pripomoček
žalivec	žalivec	samostalnik	1	kdor žali
trobentica	trobentica	samostalnik	1	rastlina
timijan	timijan	samostalnik	1	začimbna rastlina
četverka	četverka	samostalnik	1	skupina štirih
maltretiranje	maltretiranje	samostalnik	1	grdo ravnanje
nalivnik	nalivnik	samostalnik	1	pisalo
parafin	parafin	samostalnik	1	snov
pastila	pastila	samostalnik	1	zdravilo
pastinak	pastinak	samostalnik	1	zelenjava
peščišče	peščišče	samostalnik	1	sredica s pečkami pri sadju
petrolejk	petrolejka	samostalnik	1	svetilka na petrolej
pisoar	pisoar	samostalnik	1	moško stranišče
plastenjak	plastenjak	samostalnik	1	rastlinjak
podlaket	podlaket	samostalnik	1	del roke
posvojenka	posvojenka	samostalnik	1	posvojena hči
kalašnikovka	kalašnikovka	samostalnik	1	avtomatska puška
kontrarevolucija	kontrarevolucija	samostalnik	1	nasprotovanje revoluciji
debakel	debakel	samostalnik	1	velik polom ali poraz
radoživost	radoživost	samostalnik	1	razigranost; živahnost;
kalitev	kalitev	samostalnik	1	pri rastlinah
kalitev	kalitev	samostalnik	2	o prekršku
kancler	kancler	samostalnik	1	predsednik vlade
jasnovidnost	jasnovidnost	samostalnik	1	sposobnost napovedovanja prihodnosti
embaliranje	embaliranje	samostalnik	1	opremljanje z embalažo
jasnovidec	jasnovidec	samostalnik	1	napovedovalec prihodnosti
histogram	histogram	samostalnik	1	vrsta grafikona
nadangel	nadangel	samostalnik	1	angel
plešavost	plešavost	samostalnik	1	neporaščenost lasišča
raketomet	raketomet	samostalnik	1	orožje
kadilka	kadilka	samostalnik	1	ženska, ki kadi
simpatičnost	simpatičnost	samostalnik	1	prijetnost; prikupnost;
sirar	sirar	samostalnik	1	izdelovalec sira
skafander	skafander	samostalnik	1	zaščitna obleka
slonovina	slonovina	samostalnik	1	material
slum	slum	samostalnik	1	revna mestna četrt
porečje	porečje	samostalnik	1	rečni sistem
slačifant	slačifant	samostalnik	1	poklicni plesalec
striptizer	striptizer	samostalnik	1	performer
slivovka	slivovka	samostalnik	1	alkoholna pijača
hipodrom	hipodrom	samostalnik	1	konjsko dirkališče
voditelj	voditelj	samostalnik	1	v politiki in religiji
voditelj	voditelj	samostalnik	2	povezovalec programa
biokemik	biokemik	samostalnik	1	strokovnjak
bitumen	bitumen	samostalnik	1	vezivna snov
brusiti	brusilo	samostalnik	1	pripomoček za brušenje
čemernež	čemernež	samostalnik	1	čemeren človek
čemernost	čemernost	samostalnik	1	o razpoloženju
četrtletnik	četrtletnik	samostalnik	1	publikacija
človekoljub	človekoljub	samostalnik	1	kdor ima rad ljudi
debelušnost	debelušnost	samostalnik	1	telesna lastnost
destilaren	destilarna	samostalnik	1	tovarna
devetdesetletnik	devetdesetletnik	samostalnik	1	devetdesetletni moški
biokmetijstvo	biokmetijstvo	samostalnik	1	način kmetovanja
legenda	legenda	samostalnik	1	zgodba
legenda	legenda	samostalnik	2	slaven človek
legenda	legenda	samostalnik	3	pojasnilo
karavel	karavela	samostalnik	1	vrsta jadrnice
neprilagojenec	neprilagojenec	samostalnik	1	slabo prilagojen človek
neprisiljenost	neprisiljenost	samostalnik	1	sproščenost
preračunljivec	preračunljivec	samostalnik	1	preračunljiv človek
razcapanec	razcapanec	samostalnik	1	razcapan človek
glavniček	glavniček	samostalnik	1	majhen glavnik
tristoletnica	tristoletnica	samostalnik	1	tristoletna obletnica
gornik	gornik	samostalnik	1	alpinist
monom	monom	samostalnik	1	enočlenik
pastorek	pastorek	samostalnik	1	sin partnerja
pastorek	pastorek	samostalnik	2	kar je zapostavljeno
zakonodajalka	zakonodajalka	samostalnik	1	organizacija
zakonodajalka	zakonodajalka	samostalnik	2	ženska
zalezovalka	zalezovalka	samostalnik	1	o ženski
dlančnik	dlančnik	samostalnik	1	majhen osebni računalnik
inicialek	inicialka	samostalnik	1	začetna črka
serigrafij	serigrafija	samostalnik	1	grafična tehnika
serigrafija	serigrafija	samostalnik	2	odtis
filmografija	filmografija	samostalnik	1	seznam filmov
lesorez	lesorez	samostalnik	1	grafična tehnika
lesorez	lesorez	samostalnik	2	slika
dinamometer	dinamometer	samostalnik	1	merilna naprava
asonanca	asonanca	samostalnik	1	vrsta rime
libreto	libreto	samostalnik	1	dramsko besedilo
čipkarstvo	čipkarstvo	samostalnik	1	dejavnost
astronom	astronom	samostalnik	1	strokovnjak
antonim	antonim	samostalnik	1	o pomenu besede
fonem	fonem	samostalnik	1	glasovna enota
libretist	libretist	samostalnik	1	pisec libreta
astronomek	astronomka	samostalnik	1	strokovnjakinja
kartuzijan	kartuzijan	samostalnik	1	menih
cistercijan	cistercijan	samostalnik	1	menih
harmonikar	harmonikar	samostalnik	1	glasbenik
jurist	jurist	samostalnik	1	pravnik
hornist	hornist	samostalnik	1	glasbenik
harfist	harfist	samostalnik	1	glasbenik
antologija	antologija	samostalnik	1	zbirka
fonologij	fonologija	samostalnik	1	veda
kaligraf	kaligraf	samostalnik	1	lepopisec
kostumograf	kostumograf	samostalnik	1	strokovnjak za oblačila
globinomer	globinomer	samostalnik	1	merilna naprava
impresionist	impresionist	samostalnik	1	predstavnik impresionizma
aplavz	aplavz	samostalnik	1	ploskanje
nedoločnik	nedoločnik	samostalnik	1	glagolska oblika
lignit	lignit	samostalnik	1	premog
prerija	prerija	samostalnik	1	travnata pokrajina
mnogoboštvo	mnogoboštvo	samostalnik	1	vera v več bogov
logopedija	logopedija	samostalnik	1	veda
nebotičnik	nebotičnik	samostalnik	1	stavba
lončarstvo	lončarstvo	samostalnik	1	dejavnost
cistercijanec	cistercijanec	samostalnik	1	menih
grboslovje	grboslovje	samostalnik	1	veda o grbih
imenovalnik	imenovalnik	samostalnik	1	sklon
imenovalnik	imenovalnik	samostalnik	2	deljena lastnost
infinitiv	infinitiv	samostalnik	1	glagolska oblika
frotir	frotir	samostalnik	1	tkanina
depopulacija	depopulacija	samostalnik	1	upadanje prebivalstva
zvijačnež	zvijačnež	samostalnik	1	o prelisičenju
muzikolog	muzikolog	samostalnik	1	strokovnjak
hurikan	hurikan	samostalnik	1	tropski vihar
zbiratelj	zbiratelj	samostalnik	1	kdor kaj zbira
ambivalenca	ambivalenca	samostalnik	1	razdvojenost
ambivalenca	ambivalenca	samostalnik	2	soobstoj dveh nasprotnih zadev
bakla	bakla	samostalnik	1	svetilo
veletrgovec	veletrgovec	samostalnik	1	vrsta trgovskega podjetja
glasoslovje	glasoslovje	samostalnik	1	veda
delavstvo	delavstvo	samostalnik	1	delavci
mobitel	mobitel	samostalnik	1	naprava
mestic	mestic	samostalnik	1	potomec Evropejcev in Indijancev
optativ	optativ	samostalnik	1	glagolski naklon
heraldik	heraldika	samostalnik	1	veda o grbih
kotomer	kotomer	samostalnik	1	merilna naprava
mizar	mizar	samostalnik	1	izdelovalec pohištva
inštalater	inštalater	samostalnik	1	monter
sadjarstvo	sadjarstvo	samostalnik	1	dejavnost
ilustrator	ilustrator	samostalnik	1	umetnik
fascikel	fascikel	samostalnik	1	mapa
dražbar	dražbar	samostalnik	1	voditelj dražbe
dražbar	dražbar	samostalnik	2	podjetje, ki organizira dražbe
kasačica	kasačica	samostalnik	1	dirkalna kobila
kegljač	kegljač	samostalnik	1	športnik
sumo	sumo	samostalnik	1	rokoborba
admiral	admiral	samostalnik	1	vojaški čin
admiral	admiral	samostalnik	2	metulj
dvoriti	dvoriti	glagol	1	osvajati
dvoriti	dvoriti	glagol	2	dobrikati se
abdicirati	abdicirati	glagol	1	odstopiti s položaja
adekvatnost	adekvatnost	samostalnik	1	ustreznost; primernost;
akademizem	akademizem	samostalnik	1	v umetnosti
akademizem	akademizem	samostalnik	2	teoretične, neživljenjske rešitve
aklamacij	aklamacija	samostalnik	1	glasen pozdrav
aklamacij	aklamacija	samostalnik	2	sprejetje; izvolitev;
amaterizem	amaterizem	samostalnik	1	neprofesionalna dejavnost
amaterizem	amaterizem	samostalnik	2	slabo opravljeno delo
anestezist	anestezist	samostalnik	1	zdravnik
anestezistek	anestezistka	samostalnik	1	zdravnica
apotekar	apotekar	samostalnik	1	lekarnar
arkadijski	arkadijski	pridevnik	1	idiličen
arkadijski	arkadijski	pridevnik	2	o Arkadiji
butelj	butelj	samostalnik	1	neumnež
dedek	dedek	samostalnik	1	stari oče
dedek	dedek	samostalnik	2	starec
dedek	dedek	samostalnik	3	začetnik česa
dedek	dedek	samostalnik	4	moški z dolgim stažem
dukat	dukat	samostalnik	1	evropski kovanec
jazbina	jazbina	samostalnik	1	jazbečje bivališče
jazbina	jazbina	samostalnik	2	zatočišče; zbirališče;
kočura	kočura	samostalnik	1	hiša
močvaro	močvara	samostalnik	1	močviren svet
močvaro	močvara	samostalnik	2	razmočeno območje
močvara	močvara	samostalnik	3	o stanju
pozavna	pozavna	samostalnik	1	trobilo
pozavna	pozavna	samostalnik	2	igranje pozavne
pozavna	pozavna	samostalnik	3	glasbenik
srnjaček	srnjaček	samostalnik	1	srnji mladič
zašpecati	zašpecati	glagol	1	zatožiti; izdati;
žongliranje	žongliranje	samostalnik	1	o metanju predmetov
žongliranje	žongliranje	samostalnik	2	sočasno obvladovanje več zadev
žongliranje	žongliranje	samostalnik	3	spretna uporaba ali izbira
čarati	čarati	glagol	1	o nadnaravni moči
čarati	čarati	glagol	2	znajti se z nezadostnimi sredstvi
čarati	čarati	glagol	3	odlično obvladati
čarati	čarati	glagol	4	priklicati vzdušje ali odziv
čarati	čarati	glagol	5	izvajati trike
čarati	čarati	glagol	6	prosto ustvarjati
čarati	čarati	glagol	7	neučinkovito delati
žiletka	žiletka	samostalnik	1	britvica
žurirati	žurirati	glagol	1	zabavati se
zebra	zebra	samostalnik	1	žival
zebra	zebra	samostalnik	2	prehod za pešce
biciklist	biciklist	samostalnik	1	kolesar
boksanje	boksanje	samostalnik	1	borilni šport
boksanje	boksanje	samostalnik	2	udarjanje
boksanje	boksanje	samostalnik	3	prerekanje
kadaver	kadaver	samostalnik	1	truplo
blagovoliti	blagovoliti	glagol	1	odločiti se narediti
blagovoliti	blagovoliti	glagol	2	milostno privoliti
bordat	bordati	glagol	1	deskati na snegu
orgle	orgle	samostalnik	1	glasbilo
orgla	orgle	samostalnik	2	igranje orgel
sloveč	sloveč	pridevnik	1	priznan; ugleden;
titan	titan	samostalnik	1	kemijski element
titan	titan	samostalnik	2	o velikosti in moči
titan	titan	samostalnik	3	bajeslovno bitje
deček	deček	samostalnik	1	otrok
deček	deček	samostalnik	2	mlad moški
deklica	deklica	samostalnik	1	otrok
deklica	deklica	samostalnik	2	mlada ženska ali dekle
cincata	cincati	glagol	1	obotavljati se
cincata	cincati	glagol	2	počasi se premikati
fejst	fejst	prislov	1	zelo
fejst	fejst	prislov	2	dobro; privlačno;
firbčen	firbčen	pridevnik	1	radoveden
polokati	polokati	glagol	1	spiti; zliti vase;
rariteta	rariteta	samostalnik	1	redkost
speleologij	speleologija	samostalnik	1	veda
dvostišje	dvostišje	samostalnik	1	dvovrstična kitica
alimentacija	alimentacija	samostalnik	1	preživnina
anglofil	anglofil	samostalnik	1	navdušenec
apogej	apogej	samostalnik	1	položaj nebesnega telesa
žaltavost	žaltavost	samostalnik	1	lastnost maščobe
žeparjenje	žeparjenje	samostalnik	1	kraje iz žepov
žeparstvo	žeparstvo	samostalnik	1	kraje iz žepov
žičnik	žičnik	samostalnik	1	žebelj iz žice
zemljemerec	zemljemerec	samostalnik	1	strokovnjak
zemljemerstvo	zemljemerstvo	samostalnik	1	veda
zlohotnost	zlohotnost	samostalnik	1	zlonamernost; zloba;
zlovoljnost	zlovoljnost	samostalnik	1	slaba volja
zverinstvo	zverinstvo	samostalnik	1	okrutno dejanje
zvezdoslovec	zvezdoslovec	samostalnik	1	strokovnjak
zvodnica	zvodnica	samostalnik	1	vodja prostitutk
zvonkost	zvonkost	samostalnik	1	lepa zvenečnost
afektiranost	afektiranost	samostalnik	1	nenaravnost; izumetničenost;
dilema	dilema	samostalnik	1	težka izbira; problem;
kandidat	kandidat	samostalnik	1	za službo ali funkcijo
kandidat	kandidat	samostalnik	2	na izpitu
kandidat	kandidat	samostalnik	3	za nagrado
uspavalo	uspavalo	samostalnik	1	uspavalno sredstvo
vrelišče	vrelišče	samostalnik	1	temperatura
vrelišče	vrelišče	samostalnik	2	vrhunec zaostritve
vrelišče	vrelišče	samostalnik	3	žarišče
zbadljivec	zbadljivec	samostalnik	1	kdor rad zbada ljudi
malikovanje	malikovanje	samostalnik	1	čaščenje
malikovanje	malikovanje	samostalnik	2	pretirano občudovanje
latrin	latrina	samostalnik	1	stranišče
odčitek	odčitek	samostalnik	1	odčitana vrednost
prepirček	prepirček	samostalnik	1	manj resen konflikt
sonaravnost	sonaravnost	samostalnik	1	trajnostni razvoj
vpoklicance	vpoklicanec	samostalnik	1	o vojaški dolžnosti
vtikljivost	vtikljivost	samostalnik	1	osebnostna lastnost
zalust	zalust	samostalnik	1	zobec na orodju
štoparica	štoparica	samostalnik	1	vrsta ure
telemarketing	telemarketing	samostalnik	1	telefonsko trženje
načitanost	načitanost	samostalnik	1	razgledanost
opart	opart	samostalnik	1	umetnostna smer
neoklasicist	neoklasicist	samostalnik	1	predstavnik neoklasicizma
pointilizem	pointilizem	samostalnik	1	slikarska tehnika
varianca	varianca	samostalnik	1	mera statistične razpršenosti
monotipij	monotipija	samostalnik	1	grafična tehnika
monotipij	monotipija	samostalnik	2	izdelek
memoriranje	memoriranje	samostalnik	1	učenje
zavarovatelj	zavarovatelj	samostalnik	1	zavarovalnica
kaos	kaos	samostalnik	1	zmeda; nered;
kaos	kaos	samostalnik	2	o vesolju
zarota	zarota	samostalnik	1	skrivni načrt
epidemija	epidemija	samostalnik	1	hitro širjenje bolezni
epidemija	epidemija	samostalnik	2	hiter porast česa
brifing	brifing	samostalnik	1	sestanek
naprednost	naprednost	samostalnik	1	razvitost
naprednost	naprednost	samostalnik	2	napredna miselnost
jasnina	jasnina	samostalnik	1	o nebu ali ozračju
jasnina	jasnina	samostalnik	2	jasna izoblikovanost
zavarovalnina	zavarovalnina	samostalnik	1	plačilo
zadrga	zadrga	samostalnik	1	del oblačila
reprivatizacija	reprivatizacija	samostalnik	1	ponovna privatizacija
publicistka	publicistka	samostalnik	1	ženska, ki piše članke
slemenitev	slemenitev	samostalnik	1	usmerjenost gorskih grebenov
somernica	somernica	samostalnik	1	premica
psalmodij	psalmodija	samostalnik	1	petje psalmov
trepljaj	trepljaj	samostalnik	1	o človeškem dotiku
zaporničar	zaporničar	samostalnik	1	upravljavec zapornice
zaskočka	zaskočka	samostalnik	1	tehnični element
uganka	uganka	samostalnik	1	miselna igra
uganka	uganka	samostalnik	2	neznana stvar ali problem
simetral	simetrala	samostalnik	1	premica
pacifist	pacifist	samostalnik	1	zagovornik miru
plastnica	plastnica	samostalnik	1	črta na zemljevidu
amok	amok	samostalnik	1	blaznost; besnilo;
akril	akril	samostalnik	1	slikarska tehnika
akril	akril	samostalnik	2	material
akril	akril	samostalnik	3	barva
nabojnik	nabojnik	samostalnik	1	del orožja
deflator	deflator	samostalnik	1	merilo razmerja cen
disti	distih	samostalnik	1	dvovrstična kitica
akvakultur	akvakultura	samostalnik	1	gojenje vodnih organizmov
astronavtika	astronavtika	samostalnik	1	veda
biseksualnost	biseksualnost	samostalnik	1	spolna usmerjenost
boječnost	boječnost	samostalnik	1	plašnost
brezciljnost	brezciljnost	samostalnik	1	o neosredotočenosti
centrist	centrist	samostalnik	1	o političnem prepričanju
dihalka	dihalka	samostalnik	1	športna oprema
dobesednost	dobesednost	samostalnik	1	o zvestobi izvirniku
galantnost	galantnost	samostalnik	1	uglajenost
grozovitost	grozovitost	samostalnik	1	o strašljivosti
konvencionalnost	konvencionalnost	samostalnik	1	običajnost
apoteoz	apoteoza	samostalnik	1	poveličevanje
centrifugiranje	centrifugiranje	samostalnik	1	ločevalna tehnika
ambitus	ambitus	samostalnik	1	obseg; razpon;
antropomorfizem	antropomorfizem	samostalnik	1	počlovečevanje
anotacija	anotacija	samostalnik	1	zaznamek
abnormalnost	abnormalnost	samostalnik	1	nepravilnost
izohips	izohipsa	samostalnik	1	črta na zemljevidu
družabništvo	družabništvo	samostalnik	1	o poslovnem sodelovanju
destalinizacija	destalinizacija	samostalnik	1	o opuščanju politike
muzikalnost	muzikalnost	samostalnik	1	glasbenost
ekspresionistek	ekspresionistka	samostalnik	1	predstavnica ekspresionizma
dezinflacij	dezinflacija	samostalnik	1	ekonomski proces
čudodelnik	čudodelnik	samostalnik	1	o nadnaravni sposobnosti
čudodelnik	čudodelnik	samostalnik	2	o veliki spretnosti
diferenciranje	diferenciranje	samostalnik	1	razlikovalni proces
mozoljavost	mozoljavost	samostalnik	1	obolenje kože
nepokornost	nepokornost	samostalnik	1	neubogljivost; neposlušnost;
prenatrpanost	prenatrpanost	samostalnik	1	o prekomerni količini
prepirljivost	prepirljivost	samostalnik	1	osebnostna lastnost
valobran	valobran	samostalnik	1	nasip proti valovom
razjarjenost	razjarjenost	samostalnik	1	čustveno stanje
skesanost	skesanost	samostalnik	1	čustveno stanje
ukazovalnost	ukazovalnost	samostalnik	1	osebnostna lastnost
urok	urok	samostalnik	1	v magiji
urok	urok	samostalnik	2	o neuspehu
zaljubljenka	zaljubljenka	samostalnik	1	zaljubljena ženska
zaljubljenka	zaljubljenka	samostalnik	2	navdušenka
antipatija	antipatija	samostalnik	1	odpor
bis	bis	samostalnik	1	dodatek
heksameter	heksameter	samostalnik	1	vrsta verza
davkoplačevalec	davkoplačevalec	samostalnik	1	kdor plačuje davke
eklog	ekloga	samostalnik	1	vrsta pesmi
menjševik	menjševik	samostalnik	1	pripadnik menjševizma
uglaševalka	uglaševalka	samostalnik	1	poklic
saje	saje	samostalnik	1	produkt zgorevanja
mikročitalec	mikročitalec	samostalnik	1	čitalnik za mikrofilme
zatrjevati	zatrjevati	glagol	1	trditi; vztrajati;
zavestno	zavestno	prislov	1	namerno
zavestno	zavestno	prislov	2	z zavedanjem; po lastni volji;
preddelavec	preddelavec	samostalnik	1	delovodja
preddelavek	preddelavka	samostalnik	1	delovodja
algebraičen	algebraičen	pridevnik	1	o algebri
sitotisk	sitotisk	samostalnik	1	grafična tehnika
sitotisk	sitotisk	samostalnik	2	odtis
davščina	davščina	samostalnik	1	davek
silomer	silomer	samostalnik	1	merilna naprava
germanizacija	germanizacija	samostalnik	1	ponemčevanje
favna	favna	samostalnik	1	živalstvo
nominativ	nominativ	samostalnik	1	sklon
pomišljaj	pomišljaj	samostalnik	1	ločilo
premogovnik	premogovnik	samostalnik	1	rudnik premoga
opekarna	opekarna	samostalnik	1	tovarna
prajezik	prajezik	samostalnik	1	prvotni jezik
plesišče	plesišče	samostalnik	1	plesni prostor
odpremnica	odpremnica	samostalnik	1	listina
perutninarstvo	perutninarstvo	samostalnik	1	dejavnost
razrednik	razrednik	samostalnik	1	vodja razreda
ribogojnica	ribogojnica	samostalnik	1	prostor za gojenje rib
plavž	plavž	samostalnik	1	talilna peč
dražitelj	dražitelj	samostalnik	1	kdor sodeluje na dražbi
dražitelj	dražitelj	samostalnik	2	voditelj dražbe
nadležno	nadležno	prislov	1	moteče; zoprno;
vrtalnik	vrtalnik	samostalnik	1	orodje
seciranje	seciranje	samostalnik	1	o truplu
seciranje	seciranje	samostalnik	2	podrobna analiza
sebično	sebično	prislov	1	egoistično
brevir	brevir	samostalnik	1	molitev
brevir	brevir	samostalnik	2	molitvenik
brevir	brevir	samostalnik	3	temeljna literatura
živčevje	živčevje	samostalnik	1	živčni sistem
živalstvo	živalstvo	samostalnik	1	živali
jezikoslovec	jezikoslovec	samostalnik	1	strokovnjak
kronometer	kronometer	samostalnik	1	dirka na čas
kronometer	kronometer	samostalnik	2	o uri
konzulat	konzulat	samostalnik	1	predstavništvo tuje države
razsvetljenstvo	razsvetljenstvo	samostalnik	1	gibanje v Evropi
kokain	kokain	samostalnik	1	mamilo
čebelarstvo	čebelarstvo	samostalnik	1	dejavnost
kolumna	kolumna	samostalnik	1	članek
heroin	heroin	samostalnik	1	mamilo
kipar	kipar	samostalnik	1	umetnik
zdomec	zdomec	samostalnik	1	o preselitvi zaradi dela
zgodovinopisec	zgodovinopisec	samostalnik	1	strokovnjak
diapozitiv	diapozitiv	samostalnik	1	fotografija
diapozitiv	diapozitiv	samostalnik	2	stran predstavitve
pesticid	pesticid	samostalnik	1	kemično sredstvo
loto	loto	samostalnik	1	igra na srečo
pisateljica	pisateljica	samostalnik	1	ženska, ki piše leposlovje
podtalnica	podtalnica	samostalnik	1	podzemna voda
restavrator	restavrator	samostalnik	1	obnavljavec
potopis	potopis	samostalnik	1	opis potovanja
fonetika	fonetika	samostalnik	1	veda
pšenica	pšenica	samostalnik	1	žito
pšenica	pšenica	samostalnik	2	zrnje
župnija	župnija	samostalnik	1	cerkvenopravna enota
noviciat	noviciat	samostalnik	1	redovniško pripravništvo
epicenter	epicenter	samostalnik	1	o potresu
epicenter	epicenter	samostalnik	2	središče
programer	programer	samostalnik	1	v računalništvu
programer	programer	samostalnik	2	organizator
ekonometrija	ekonometrija	samostalnik	1	področje ekonomije
kamnosek	kamnosek	samostalnik	1	obdelovalec kamna
oscilograf	oscilograf	samostalnik	1	merilna naprava
opreznost	opreznost	samostalnik	1	previdnost
grosist	grosist	samostalnik	1	velik trgovec
konservatorij	konservatorij	samostalnik	1	umetniška ustanova
čtivo	čtivo	samostalnik	1	gradivo za branje
računovodja	računovodja	samostalnik	1	kdor vodi račune
poster	poster	samostalnik	1	plakat
državnik	državnik	samostalnik	1	predstavnik države
havarij	havarija	samostalnik	1	poškodba ladje ali letala
havarija	havarija	samostalnik	2	večja nezgoda
kavarna	kavarna	samostalnik	1	gostinski lokal
razkužilo	razkužilo	samostalnik	1	dezinfekcijsko sredstvo
holding	holding	samostalnik	1	vrsta podjetja
kegelj	kegelj	samostalnik	1	pripomoček za kegljanje
prostozidar	prostozidar	samostalnik	1	član gibanja
praktikant	praktikant	samostalnik	1	pripravnik
docent	docent	samostalnik	1	učiteljski naziv
politologija	politologija	samostalnik	1	veda
dobrodelnost	dobrodelnost	samostalnik	1	dobra dela
predgovor	predgovor	samostalnik	1	uvodni sestavek
konvertibilnost	konvertibilnost	samostalnik	1	zamenljivost
kapilarnost	kapilarnost	samostalnik	1	fizikalni pojav
pripravništvo	pripravništvo	samostalnik	1	usposabljanje pripravnika
podpisnik	podpisnik	samostalnik	1	kdor kaj podpiše
klečanje	klečanje	samostalnik	1	dotikanje tal s koleni
klečanje	klečanje	samostalnik	2	o ponižnosti
prokurist	prokurist	samostalnik	1	pooblaščenec
podizvajalec	podizvajalec	samostalnik	1	o vrsti poslovnega sodelovanja
hipermarket	hipermarket	samostalnik	1	večja trgovina
jezuit	jezuit	samostalnik	1	član krščanskega reda
gričevje	gričevje	samostalnik	1	skupina gričev
konzervatorij	konzervatorij	samostalnik	1	umetniška ustanova
praktikantka	praktikantka	samostalnik	1	pripravnica
docentka	docentka	samostalnik	1	učiteljski naziv
pipeta	pipeta	samostalnik	1	merilni instrument
zakupodajalec	zakupodajalec	samostalnik	1	o zakupnem razmerju
aspik	aspik	samostalnik	1	želatina
slovaropisec	slovaropisec	samostalnik	1	poklic
zlat	zlato	samostalnik	1	kemijski element
zlat	zlato	samostalnik	2	prvo mesto
zlat	zlato	samostalnik	3	dragocenost
vaditi	vadi	samostalnik	1	suha struga
redkev	redkev	samostalnik	1	rastlina
redkev	redkev	samostalnik	2	plod
samostalnik	samostalnik	samostalnik	1	besedna vrsta
sapnik	sapnik	samostalnik	1	del telesa
shizofrenija	shizofrenija	samostalnik	1	duševna motnja
shizofrenija	shizofrenija	samostalnik	2	razdvojenost
sleng	sleng	samostalnik	1	neformalna govorica
sliva	sliva	samostalnik	1	plod
sliva	sliva	samostalnik	2	drevo
sliva	sliva	samostalnik	3	o barvi
taksa	taksa	samostalnik	1	denarni prispevek
tangica	tangice	samostalnik	1	spodnje perilo
filatelij	filatelija	samostalnik	1	zbiranje in proučevanje znamk
flomaster	flomaster	samostalnik	1	pisalo
fotografirati	fotografirati	glagol	1	narediti posnetek
fotograf	fotograf	samostalnik	1	kdor se ukvarja s fotografiranjem
fotokopirati	fotokopirati	glagol	1	narediti papirnato kopijo
garaža	garaža	samostalnik	1	pri hiši
garaža	garaža	samostalnik	2	skupna parkirišča
gosenica	gosenica	samostalnik	1	žival
gosenica	gosenica	samostalnik	2	del vozila
gotovina	gotovina	samostalnik	1	fizični denar
gotovina	gotovina	samostalnik	2	elektronski denar
grozdje	grozdje	samostalnik	1	sadje
gurman	gurman	samostalnik	1	ljubitelj hrane in pijače
gurman	gurman	samostalnik	2	poznavalec
